,Location,SURVEY_DATE,Time_HHMMSS,Depth_m,Chlorophyll-a (ug/L),Dissolved Oxygen concentration (mg/L),Dissolved Oxygen % saturation (%),pH (Unit),Salinity (PSU),Specific Conductance at 25 deg C (mS/cm),Temperature (deg C),Turbidity (NTU)
962,2,23/11/2011,75000,2.0,,5.9,91.1,7.85,34.8,52.7,27.24,8.0
963,2,23/11/2011,75000,4.0,,5.8,89.3,7.86,34.9,52.9,27.19,9.0
964,2,14/12/2011,110200,0.2,5.1,5.3,65.7,6.86,1.48,2.83,25.81,75.3
965,2,14/12/2011,110200,2.0,,5.3,64.8,6.79,1.51,2.89,25.49,78.4
966,2,14/12/2011,110200,4.0,,5.2,64.5,6.76,1.55,2.96,25.43,83.7
967,2,14/12/2011,110200,6.0,,5.2,64.2,6.74,1.55,2.97,25.4,96.3
968,2,12/01/2012,104900,0.2,6.5,5.8,85.5,7.75,23.5,37.0,28.75,10.8
969,2,12/01/2012,104900,2.0,,5.7,84.0,7.75,23.7,37.4,28.61,19.0
970,2,12/01/2012,104900,4.0,,5.7,83.6,7.75,23.8,37.6,28.6,22.9
971,2,12/01/2012,104900,5.0,,5.7,83.3,7.75,23.8,37.6,28.6,32.8
972,2,9/02/2012,101100,0.2,2.1,5.1,68.2,7.19,10.1,17.2,27.26,90.3
973,2,9/02/2012,101100,2.0,,5.3,66.5,7.09,1.21,2.34,27.06,97.3
974,2,9/02/2012,101100,4.0,,5.1,64.6,7.05,1.32,2.53,26.92,101.2
975,2,9/02/2012,101100,6.0,,5.1,64.3,7.02,1.45,2.78,26.97,124.3
976,2,7/03/2012,90800,0.2,1.9,6.4,78.0,6.56,0.167,0.333,25.29,69.0
977,2,7/03/2012,90800,2.0,,6.4,77.7,6.55,0.166,0.331,25.23,72.4
978,2,7/03/2012,90800,4.0,,6.4,77.7,6.55,0.166,0.331,25.22,75.4
979,2,7/03/2012,90800,6.0,,6.4,77.5,6.57,0.166,0.331,25.23,78.2
980,2,29/03/2012,125400,0.2,0.5,7.6,90.9,6.79,0.145,0.29,24.42,98.7
981,2,29/03/2012,125400,2.0,,7.6,90.5,6.74,0.142,0.284,23.88,99.7
982,2,29/03/2012,125400,4.0,,7.6,90.1,6.72,0.139,0.277,23.6,100.6
983,2,29/03/2012,125400,4.5,,7.6,89.7,6.73,0.139,0.277,23.58,104.4
984,2,4/05/2012,81300,0.2,2.9,6.0,73.8,7.39,11.2,18.9,22.59,11.5
985,2,4/05/2012,81300,2.0,,5.9,73.1,7.39,11.9,19.9,22.6,12.0
986,2,4/05/2012,81300,4.0,,6.0,76.2,7.56,17.6,28.6,22.41,15.6
987,2,7/06/2012,113400,0.2,0.9,7.5,78.3,6.9,1.04,2.01,17.12,90.2
988,2,7/06/2012,113400,2.0,,7.4,77.2,6.84,1.16,2.25,16.95,95.7
989,2,7/06/2012,113400,4.0,,7.4,76.6,6.81,1.26,2.44,16.93,98.3
990,2,7/06/2012,113400,5.5,,7.3,76.4,6.79,1.33,2.57,16.91,106.9
991,2,4/07/2012,104100,0.2,1.4,9.4,96.4,7.32,1.67,3.19,16.05,73.0
992,2,4/07/2012,104100,2.0,,7.6,78.2,7.21,1.67,3.18,16.03,76.0
993,2,4/07/2012,104100,4.0,,7.6,77.8,7.2,1.75,3.33,15.98,73.0
994,2,1/08/2012,92900,0.2,0.9,7.4,80.1,7.12,6.87,12.0,17.04,28.2
995,2,1/08/2012,92900,2.0,,7.4,79.6,7.11,6.9,12.1,17.0,34.1
996,2,1/08/2012,92900,3.5,,7.3,79.4,7.09,7.02,12.3,17.04,38.0
997,2,5/09/2012,123100,0.2,0.9,6.4,80.4,7.57,21.1,33.6,20.16,8.0
998,2,5/09/2012,123100,2.0,,6.3,78.4,7.51,21.3,34.0,19.47,11.0
999,2,5/09/2012,123100,4.0,,6.3,78.3,7.49,21.6,34.4,19.44,9.0
1000,2,5/09/2012,123100,5.0,,6.3,78.8,7.52,22.6,35.9,19.45,9.0
1001,2,4/10/2012,111800,0.2,2.0,7.2,93.8,7.59,24.2,38.1,21.55,5.0
1002,2,4/10/2012,111800,2.0,,7.1,93.0,7.6,25.1,39.4,21.14,9.0
1003,2,4/10/2012,111800,4.0,,7.1,92.6,7.61,25.8,40.4,21.06,10.0
1004,2,7/11/2012,153700,0.2,1.9,6.3,92.0,7.77,29.6,45.7,25.95,4.6
1005,2,7/11/2012,153700,2.0,,6.3,91.4,7.77,30.1,46.4,25.58,4.6
1006,2,7/11/2012,153700,4.0,,6.2,89.5,7.77,30.3,46.6,25.45,5.6
1007,2,5/12/2012,131700,0.2,4.2,5.8,90.3,7.74,33.0,50.4,29.08,4.2
1008,2,5/12/2012,131700,2.0,,5.7,88.0,7.74,33.1,50.4,28.64,6.3
1009,2,5/12/2012,131700,3.0,,5.6,86.9,7.73,33.1,50.5,28.62,7.0
1010,2,23/01/2013,81700,0.2,2.7,4.9,79.7,7.61,38.1,57.1,29.27,9.3
1011,2,23/01/2013,81700,2.0,,4.9,78.8,7.61,38.1,57.1,29.23,10.5
1012,2,23/01/2013,81700,4.0,,4.8,78.0,7.61,38.2,57.2,29.14,15.0
1013,2,20/02/2013,81100,0.2,9.0,5.1,64.0,7.0,3.96,7.2,25.74,27.1
1014,2,20/02/2013,81100,2.0,,4.7,59.5,6.98,5.92,10.5,25.61,20.1
1015,2,20/02/2013,81100,4.0,,4.1,51.5,7.02,7.04,12.3,25.48,19.5
1016,2,20/03/2013,153500,0.2,1.7,6.4,77.4,7.13,0.777,1.52,25.09,40.2
1017,2,20/03/2013,153500,2.0,,5.9,71.7,7.05,1.08,2.09,24.92,39.2
1018,2,20/03/2013,153500,4.0,,5.6,67.7,6.98,2.74,5.1,24.53,34.7
1019,2,17/04/2013,135200,0.2,16.6,10.6,132.8,8.21,5.63,9.99,25.24,12.6
1020,2,17/04/2013,135200,2.0,,6.1,76.9,7.45,10.2,17.4,23.81,5.8
1021,2,17/04/2013,135200,4.0,,5.4,69.3,7.45,14.8,24.4,23.87,7.0
1022,2,22/05/2013,81800,0.2,2.1,6.8,83.3,7.65,18.4,29.8,19.66,3.8
1023,2,22/05/2013,81800,2.0,,6.8,82.7,7.66,18.9,30.4,19.71,4.8
1024,2,22/05/2013,81800,4.0,,6.7,82.5,7.66,19.1,30.7,19.74,6.7
1025,2,26/06/2013,122000,0.2,2.7,8.1,95.3,7.69,22.9,36.3,16.57,4.4
1026,2,26/06/2013,122000,2.0,,8.1,95.0,7.69,23.0,36.3,16.54,5.0
1027,2,26/06/2013,122000,4.0,,8.0,94.1,7.68,23.2,36.6,16.51,5.3
1028,2,26/06/2013,122000,5.0,,8.0,93.9,7.68,23.2,36.6,16.51,6.0
1029,2,24/07/2013,113100,0.2,4.1,6.7,83.8,7.76,23.9,37.6,19.31,12.1
1030,2,24/07/2013,113100,2.0,,6.7,83.0,7.75,24.0,37.8,19.17,16.2
1031,2,24/07/2013,113100,4.0,,6.6,82.3,7.75,24.3,38.2,19.08,19.5
1032,2,24/07/2013,113100,5.0,,6.6,81.7,7.75,24.4,38.3,19.05,19.2
1033,2,22/08/2013,105200,0.2,2.9,6.7,85.2,7.66,28.5,44.1,19.02,10.2
1034,2,22/08/2013,105200,2.0,,6.6,84.6,7.67,28.6,44.3,18.85,13.3
1035,2,22/08/2013,105200,4.0,,6.6,84.1,7.69,29.1,44.9,18.62,19.7
1036,2,19/09/2013,91200,0.2,4.3,5.8,84.9,7.77,34.2,52.0,24.39,7.9
1037,2,19/09/2013,91200,2.0,,5.8,84.5,7.79,34.3,52.1,24.35,9.0
1038,2,19/09/2013,91200,4.0,,5.8,84.3,7.8,34.3,52.2,24.34,9.9
1039,2,19/09/2013,91200,5.0,,5.8,83.9,7.8,34.4,52.2,24.33,10.5
1040,2,22/10/2013,122700,0.2,0.6,6.0,90.1,7.74,35.0,53.1,25.57,8.1
1041,2,22/10/2013,122700,2.0,,5.9,87.7,7.74,35.2,53.4,24.84,7.4
1042,2,22/10/2013,122700,4.0,,5.9,86.7,7.74,35.3,53.4,24.77,6.3
1043,2,22/10/2013,122700,4.5,,5.9,86.4,7.74,35.3,53.5,24.75,8.4
1044,2,20/11/2013,104200,0.2,3.6,5.9,90.2,7.78,33.4,50.9,27.33,7.4
1045,2,20/11/2013,104200,2.0,,5.9,89.0,7.82,34.7,52.6,26.55,8.4
1046,2,20/11/2013,104200,4.0,,5.8,88.1,7.85,35.1,53.2,26.42,10.1
1047,2,20/11/2013,104200,5.0,,5.8,87.8,7.87,35.3,53.5,26.39,15.7
1048,2,17/12/2013,93800,0.2,2.2,5.7,87.3,7.9,37.0,55.7,26.62,8.1
1049,2,17/12/2013,93800,2.0,,5.6,86.1,7.9,37.0,55.7,26.52,11.1
1050,2,17/12/2013,93800,3.5,,5.6,85.1,7.9,37.1,55.8,26.42,21.1
1051,3,24/03/1994,161200,0.2,,6.1,73.7,6.9,0.246,0.49,24.8,62.0
1053,3,24/03/1994,161200,2.0,,6.0,72.3,6.8,0.256,0.51,24.7,69.0
1054,3,21/04/1994,84300,0.2,,4.5,56.0,7.5,10.7,18.2,23.1,8.0
1056,3,21/04/1994,84300,2.0,,4.2,52.2,7.52,13.1,21.8,23.0,10.0
1057,3,17/05/1994,95500,0.2,,6.1,73.8,7.86,13.6,22.6,20.5,7.0
1059,3,17/05/1994,95500,2.0,,5.3,66.6,7.93,20.7,33.0,21.0,9.0
1061,3,21/06/1994,90000,0.2,,7.3,87.3,7.95,22.2,35.2,17.5,10.0
1062,3,21/06/1994,90000,2.0,,7.2,86.6,7.94,22.7,35.9,17.5,15.0
1063,3,21/06/1994,90000,2.5,,7.2,86.0,7.94,22.9,36.2,17.5,16.0
1065,3,21/07/1994,92400,0.2,,7.6,91.8,7.72,23.5,37.1,17.9,7.0
1066,3,21/07/1994,92400,2.0,,7.5,90.7,7.72,23.8,37.5,17.9,9.0
1067,3,21/07/1994,92400,3.0,,7.4,90.2,7.72,23.8,37.5,17.9,11.0
1068,3,23/08/1994,110400,0.2,7.5,6.9,89.5,8.2,29.9,46.1,19.6,8.0
1069,3,23/08/1994,110400,2.0,,6.7,86.7,8.24,30.1,46.3,19.2,15.0
1070,3,23/08/1994,110400,4.0,,6.7,86.5,8.25,30.1,46.4,19.2,13.0
1072,3,20/09/1994,113600,0.2,,6.4,89.6,8.16,32.1,49.1,22.8,10.0
1073,3,20/09/1994,113600,2.0,,6.4,89.3,8.15,32.3,49.3,22.7,14.0
1075,3,18/10/1994,100200,0.2,,5.6,81.5,8.08,35.6,53.9,24.4,11.0
1076,3,18/10/1994,100200,2.0,,5.4,79.4,8.07,35.9,54.2,24.1,12.0
1077,3,18/10/1994,100200,3.5,,5.4,79.1,8.08,35.9,54.2,24.2,11.0
1079,3,15/11/1994,103400,0.2,,4.9,77.0,7.66,36.9,55.6,28.1,9.0
1080,3,15/11/1994,103400,2.0,,4.8,75.1,7.68,37.0,55.7,28.1,13.0
1082,3,13/12/1994,85900,0.2,,4.5,70.2,7.7,38.9,58.1,27.1,13.0
1083,3,13/12/1994,85900,2.0,,4.4,68.7,7.71,39.0,58.2,27.1,13.0
1084,3,13/12/1994,85900,4.0,,4.4,68.3,7.73,39.0,58.2,27.1,13.0
1085,3,19/01/1995,73900,0.2,19.1,4.3,69.2,8.04,39.8,59.3,28.2,25.0
1086,3,19/01/1995,73900,2.0,,4.4,70.3,8.04,39.8,59.3,28.3,26.0
1087,3,14/02/1995,104000,0.2,,7.0,80.8,6.67,0.279,0.554,22.7,201.0
1089,3,14/02/1995,104000,2.0,,6.9,80.4,6.62,0.277,0.55,22.7,215.0
1090,3,14/02/1995,104000,4.0,,6.8,79.4,6.77,0.283,0.562,22.7,281.0
1091,3,14/03/1995,93900,0.2,,4.8,62.7,7.13,4.68,8.41,27.3,24.0
1093,3,14/03/1995,93900,2.0,,4.1,53.2,7.12,6.11,10.8,27.3,27.0
1094,3,14/03/1995,93900,3.0,,3.9,51.0,7.15,6.7,11.7,27.3,30.0
1095,3,12/04/1995,73000,0.2,5.9,3.0,37.8,7.34,12.6,21.1,24.1,24.0
1096,3,12/04/1995,73000,2.0,,2.9,37.1,7.3,12.6,21.1,24.1,24.0
1097,3,12/04/1995,73000,4.0,,2.9,37.3,7.29,12.6,21.0,24.0,21.0
1099,3,16/05/1995,110900,0.2,,3.8,51.0,7.8,25.0,39.2,22.9,38.0
1100,3,16/05/1995,110900,2.0,,3.8,51.2,7.79,25.0,39.2,22.9,35.0
1101,3,16/05/1995,110900,4.0,,3.8,50.9,7.77,24.9,39.1,23.0,46.0
1102,3,27/06/1995,101600,0.2,,7.8,95.2,7.98,25.7,40.2,17.6,12.0
1104,3,27/06/1995,101600,2.0,,7.3,89.4,7.95,26.1,40.8,17.5,14.0
1105,3,27/06/1995,101600,3.5,,7.2,88.5,7.92,26.2,40.9,17.5,9.0
1106,3,25/07/1995,90100,0.2,,6.9,84.5,7.72,29.9,46.1,16.6,10.0
1108,3,25/07/1995,90100,2.0,,7.0,86.3,7.76,30.2,46.5,16.6,16.0
1109,3,25/07/1995,90100,3.5,,6.9,85.6,7.77,30.2,46.5,16.6,17.0
1110,3,24/08/1995,85800,0.2,,6.3,84.5,7.82,31.6,48.4,21.0,10.0
1112,3,24/08/1995,85800,2.0,,6.2,83.8,7.82,31.7,48.6,21.0,11.0
1113,3,24/08/1995,85800,3.0,,6.2,84.3,7.82,31.7,48.5,21.0,16.0
1114,3,19/09/1995,83900,0.2,,6.2,89.5,7.85,34.6,52.5,23.5,8.0
1116,3,19/09/1995,83900,2.0,,6.1,87.9,7.82,34.7,52.6,23.3,9.0
1117,3,10/10/1995,94100,0.2,14.6,5.4,76.9,7.73,35.8,54.1,23.1,60.0
1118,3,10/10/1995,94100,2.0,,5.4,77.3,7.74,36.0,54.4,23.1,60.0
1119,3,10/10/1995,94100,4.0,,5.4,77.9,7.74,36.0,54.3,23.1,88.0
1121,3,9/11/1995,111200,0.2,,6.2,97.3,8.19,33.8,51.4,28.9,13.0
1122,3,9/11/1995,111200,2.0,,5.8,90.2,8.18,33.9,51.6,28.2,14.0
1123,3,9/11/1995,111200,4.0,,5.8,90.5,8.18,33.9,51.6,28.2,18.0
1124,3,5/12/1995,92200,0.2,,5.2,75.9,8.02,21.2,33.8,28.9,12.0
1126,3,5/12/1995,92200,2.0,,5.2,75.4,8.03,21.5,34.2,28.8,13.0
1127,3,5/12/1995,92200,4.0,,4.8,70.2,8.0,22.9,36.3,28.7,18.0
1129,3,9/01/1996,104700,0.2,,6.2,75.6,6.8,0.218,0.434,25.7,81.0
1130,3,9/01/1996,104700,2.0,,6.2,75.7,6.68,0.218,0.434,25.7,81.0
1131,3,9/01/1996,104700,4.0,,6.2,75.6,6.63,0.218,0.434,25.7,81.0
1132,3,9/01/1996,104700,6.0,,6.2,75.5,6.6,0.218,0.434,25.7,82.0
1133,3,13/02/1996,114500,0.2,,5.2,68.3,7.9,1.87,3.55,28.6,33.0
1135,3,13/02/1996,114500,2.0,,3.7,49.9,7.5,6.67,11.7,29.0,17.0
1136,3,13/02/1996,114500,3.0,,3.1,42.0,7.41,7.11,12.4,29.0,31.0
1137,3,12/03/1996,122100,0.2,14.4,6.8,90.8,7.7,14.5,23.9,26.0,11.0
1138,3,12/03/1996,122100,2.0,,5.8,77.4,7.54,16.8,27.4,25.2,16.0
1140,3,16/04/1996,95900,0.2,,6.1,87.8,7.74,28.9,44.6,25.8,6.0
1141,3,16/04/1996,95900,2.0,,5.8,83.7,7.68,29.4,45.4,25.5,7.0
1143,3,14/05/1996,81700,0.2,,5.6,64.3,6.74,1.19,2.3,22.2,36.0
1144,3,14/05/1996,81700,2.0,,5.6,64.9,6.71,1.2,2.31,22.21,37.0
1145,3,14/05/1996,81700,4.0,,5.5,63.8,6.68,1.21,2.34,22.2,37.0
1147,3,2/07/1996,94300,0.2,,6.5,75.6,7.91,20.0,32.1,17.2,25.0
1148,3,2/07/1996,94300,2.0,,6.5,75.7,7.93,20.0,32.1,17.2,46.0
1149,3,2/07/1996,94300,3.5,,6.4,75.6,7.93,20.0,32.1,17.2,49.0
1151,3,30/07/1996,90500,0.2,,6.8,80.1,7.8,19.6,31.5,17.5,11.0
1152,3,30/07/1996,90500,2.0,,6.8,80.4,7.79,20.1,32.3,17.6,17.0
1153,3,30/07/1996,90500,3.5,,6.7,80.2,7.8,20.9,33.4,17.7,23.0
1157,3,15/10/1996,102500,0.2,,4.6,59.2,7.54,18.7,30.1,23.1,20.0
1158,3,15/10/1996,102500,2.0,,4.6,59.7,7.53,18.8,30.4,23.1,21.0
1159,3,15/10/1996,102500,4.0,,4.6,59.6,7.53,19.1,30.8,23.0,31.0
1160,3,15/10/1996,102500,6.0,,4.6,59.9,7.54,19.5,31.3,23.0,37.0
1162,3,26/11/1996,95100,0.2,,4.7,70.5,7.67,29.8,46.0,27.3,9.0
1163,3,26/11/1996,95100,2.0,,4.6,68.9,7.67,30.3,46.7,27.0,19.0
1164,3,26/11/1996,95100,4.0,,4.6,67.8,7.67,30.5,46.9,26.9,46.0
1166,3,7/01/1997,83300,0.2,,6.1,89.9,7.83,29.1,44.9,26.4,4.0
1167,3,7/01/1997,83300,2.0,,5.8,84.7,7.8,29.3,45.3,25.9,7.0
1168,3,7/01/1997,83300,3.5,,5.6,81.5,7.79,29.5,45.5,25.8,11.0
1170,3,4/02/1997,91200,0.2,,5.7,86.2,7.85,29.3,45.3,28.6,10.0
1171,3,4/02/1997,91200,2.0,,5.2,79.2,7.8,30.0,46.2,28.5,15.0
1172,3,11/03/1997,101300,0.2,17.6,5.6,80.2,7.96,26.7,41.6,25.6,40.0
1173,3,11/03/1997,101300,2.0,,5.6,80.1,7.96,26.7,41.6,25.6,39.0
1174,3,11/03/1997,101300,4.0,,5.6,79.6,7.96,26.9,41.8,25.5,67.0
1175,3,15/04/1997,121500,0.2,22.3,6.8,96.9,8.07,29.1,45.0,24.9,4.0
1176,3,15/04/1997,121500,2.0,,5.9,83.2,7.99,30.3,46.6,23.7,6.0
1177,3,20/05/1997,100200,0.2,,9.2,125.1,7.66,32.4,49.5,20.9,3.0
1179,3,20/05/1997,100200,2.0,,9.0,121.9,7.66,32.5,49.6,20.87,3.0
1180,3,20/05/1997,100200,3.0,,8.6,116.2,7.63,32.9,50.2,20.75,3.0
1181,3,17/06/1997,94200,0.2,,7.3,92.3,7.99,29.1,44.9,18.4,5.0
1183,3,17/06/1997,94200,2.0,,6.3,80.3,7.94,29.9,46.1,18.4,6.0
1189,3,19/08/1997,111800,0.2,,6.6,89.5,7.82,35.7,53.9,19.6,19.0
1190,3,19/08/1997,111800,2.0,,6.7,90.6,7.82,35.7,54.0,19.5,20.0
1191,3,19/08/1997,111800,4.0,,6.6,89.3,7.81,35.7,54.0,19.5,22.0
1193,3,16/09/1997,93200,0.2,,5.3,73.8,7.78,38.1,57.2,21.1,61.0
1194,3,16/09/1997,93200,2.0,,5.3,73.9,7.79,38.0,57.0,21.2,48.0
1195,3,16/09/1997,93200,4.0,,5.3,74.7,7.78,38.1,57.1,21.2,34.0
1196,3,16/09/1997,93200,5.0,,5.3,75.3,7.79,38.0,57.0,21.3,35.0
1197,3,14/10/1997,94400,0.2,,5.8,87.9,7.93,38.3,57.3,25.9,12.0
1198,3,14/10/1997,94400,2.0,,5.7,86.7,7.93,38.6,57.7,25.8,17.0
1199,3,14/10/1997,94400,4.0,,5.7,86.3,7.94,38.6,57.7,25.8,18.0
1201,3,13/11/1997,84800,0.2,,5.6,89.2,7.91,39.1,58.4,27.9,8.0
1202,3,13/11/1997,84800,2.0,,5.4,84.6,7.9,39.1,58.4,27.6,9.0
1203,3,13/11/1997,84800,4.0,,5.3,83.3,7.89,39.1,58.4,27.6,11.0
1204,3,13/11/1997,84800,5.0,,5.2,82.6,7.89,39.1,58.4,27.6,16.0
1205,3,11/12/1997,94500,0.2,,4.6,74.4,7.64,40.7,60.3,29.2,11.0
1207,3,11/12/1997,94500,2.0,,4.5,74.1,7.65,40.8,60.5,29.2,13.0
1208,3,11/12/1997,94500,4.0,,4.5,73.6,7.65,40.8,60.5,29.2,13.0
1210,3,13/01/1998,113600,0.2,,4.9,79.0,7.76,41.4,61.3,27.8,17.0
1211,3,13/01/1998,113600,2.0,,4.9,79.2,7.76,41.5,61.3,27.8,30.0
1213,3,11/02/1998,111400,0.2,,3.9,65.4,7.83,39.0,58.3,31.4,15.0
1214,3,11/02/1998,111400,2.0,,3.8,63.6,7.84,39.2,58.5,31.4,30.0
1215,3,8/04/1998,85000,0.2,13.9,5.5,80.0,7.9,31.6,48.4,25.7,11.0
1216,3,8/04/1998,85000,2.0,,5.4,79.0,7.9,31.7,48.5,25.6,14.0
1217,3,8/04/1998,85000,3.0,,5.3,77.0,7.9,31.7,48.6,25.6,13.0
1218,3,7/05/1998,91500,0.2,8.7,5.1,65.2,7.58,18.8,30.3,22.4,7.0
1219,3,7/05/1998,91500,2.0,,4.1,56.5,7.59,25.8,40.3,23.9,8.0
1221,3,10/06/1998,111500,0.2,,7.2,91.2,7.8,26.1,40.8,19.3,6.0
1222,3,10/06/1998,111500,2.0,,7.0,89.4,7.78,26.4,41.2,19.3,8.0
1223,3,10/06/1998,111500,4.0,,6.9,87.3,7.77,26.6,41.5,19.3,9.0
1224,3,10/06/1998,111500,5.0,,7.8,98.9,7.76,26.8,41.7,19.3,8.0
1225,3,9/07/1998,103900,0.2,,7.7,98.9,7.98,30.4,46.8,18.8,6.0
1227,3,9/07/1998,103900,2.0,,7.7,99.7,7.97,30.4,46.8,18.8,7.0
1228,3,9/07/1998,103900,3.5,,7.6,98.4,7.97,30.5,46.8,18.8,10.0
1230,3,6/08/1998,95600,0.2,,6.3,82.0,7.8,32.2,49.3,19.1,5.0
1231,3,6/08/1998,95600,2.0,,6.2,80.9,7.8,32.3,49.4,19.1,6.0
1233,3,9/09/1998,100400,0.2,,5.4,75.5,7.82,34.7,52.6,22.1,43.0
1234,3,9/09/1998,100400,2.0,,5.4,74.9,7.8,34.8,52.7,22.0,54.0
1236,3,6/10/1998,104100,0.2,,6.3,89.7,7.78,26.9,42.0,25.9,13.0
1237,3,6/10/1998,104100,2.0,,6.0,85.4,7.76,27.4,42.5,25.6,18.0
1239,3,5/11/1998,101900,0.2,,6.9,95.4,7.99,27.3,42.4,23.7,8.0
1240,3,5/11/1998,101900,2.0,,6.8,93.8,7.98,27.3,42.5,23.6,10.0
1241,3,5/11/1998,101900,4.0,,6.8,93.7,7.98,27.4,42.6,23.5,9.0
1242,3,5/11/1998,101900,5.5,,6.7,92.7,7.97,27.4,42.6,23.5,14.0
1244,3,2/12/1998,90000,0.2,,5.6,68.5,7.04,3.1,5.73,24.5,67.0
1245,3,2/12/1998,90000,2.0,,5.6,68.0,6.98,3.48,6.37,24.4,66.0
1246,3,2/12/1998,90000,4.0,,5.5,66.9,6.99,3.82,6.97,24.5,68.0
1247,3,2/12/1998,90000,5.5,,5.4,66.6,7.0,4.19,7.6,24.5,77.0
1248,3,13/01/1999,84900,0.2,,5.9,71.3,6.35,0.121,0.242,25.1,123.0
1250,3,13/01/1999,84900,2.0,,5.9,71.2,6.31,0.121,0.242,25.1,124.0
1251,3,13/01/1999,84900,3.0,,5.9,71.0,6.25,0.121,0.242,25.1,131.0
1256,3,17/03/1999,100700,0.2,,3.3,42.7,6.96,2.85,5.29,27.6,62.0
1257,3,17/03/1999,100700,2.0,,3.1,39.8,6.92,3.42,6.27,27.3,63.0
1259,3,15/04/1999,90300,0.2,,7.8,104.4,7.62,19.9,32.0,24.32,12.0
1260,3,15/04/1999,90300,2.0,,7.5,100.3,7.61,20.3,32.5,24.24,16.0
1261,3,15/04/1999,90300,4.0,,7.2,96.3,7.57,20.6,32.9,24.14,22.0
1262,3,15/04/1999,90300,5.0,,6.9,92.2,7.55,20.6,32.9,24.13,27.0
1263,3,18/05/1999,112800,0.2,,5.2,64.9,7.51,16.7,27.3,21.2,18.0
1265,3,18/05/1999,112800,2.0,,5.2,64.7,7.5,17.3,28.1,21.0,27.0
1266,3,18/05/1999,112800,4.0,,5.2,64.5,7.5,17.4,28.2,21.0,29.0
1267,3,16/06/1999,103400,0.2,,6.6,75.6,7.33,17.2,27.9,17.25,21.0
1269,3,16/06/1999,103400,2.0,,6.0,69.6,7.29,17.8,28.8,17.4,25.0
1270,3,16/06/1999,103400,3.0,,5.6,65.2,7.27,18.0,29.1,17.48,31.0
1272,3,14/07/1999,111900,0.2,,6.4,73.9,7.25,11.8,19.9,18.64,25.0
1273,3,14/07/1999,111900,2.0,,6.1,70.3,7.24,11.9,20.0,18.65,26.0
1274,3,11/08/1999,95700,0.2,,5.8,64.0,7.19,6.77,11.9,17.8,31.0
1276,3,11/08/1999,95700,2.0,,5.9,64.3,7.18,6.91,12.1,17.8,34.0
1277,3,11/08/1999,95700,4.0,,5.8,64.0,7.19,7.42,12.9,17.8,37.0
1278,3,11/08/1999,95700,4.5,,5.8,63.8,7.19,7.42,12.9,17.8,38.0
1280,3,15/09/1999,130300,0.2,,7.7,99.0,7.63,17.7,28.8,22.79,13.0
1281,3,15/09/1999,130300,2.0,,7.0,89.7,7.5,18.2,29.4,22.13,13.0
1282,3,15/09/1999,130300,4.0,,6.3,80.3,7.45,19.0,30.6,21.76,15.0
1284,3,22/02/2000,103100,0.2,,4.4,61.8,7.13,22.4,35.5,25.61,68.0
1285,3,22/02/2000,103100,2.0,,4.4,60.5,7.13,22.5,35.6,25.59,62.0
1286,3,22/02/2000,103100,4.0,,4.4,60.6,7.14,22.5,35.7,25.58,76.0
1288,3,23/03/2000,114800,0.2,,4.6,66.1,7.19,25.1,39.4,26.21,23.0
1289,3,23/03/2000,114800,2.0,,4.5,64.1,7.16,25.2,39.6,26.2,23.0
1290,3,23/03/2000,114800,4.0,,4.4,63.3,7.15,25.3,39.7,26.2,27.0
1292,3,21/06/2000,115600,0.2,,7.8,96.0,8.09,22.2,35.2,19.1,7.0
1293,3,21/06/2000,115600,2.0,,6.7,82.3,7.99,24.2,38.1,18.4,9.0
1294,3,21/06/2000,115600,3.5,,6.5,80.1,7.97,24.6,38.7,18.2,14.0
1296,3,3/08/2000,111900,0.2,,6.7,84.1,7.84,29.2,45.1,17.6,25.0
1297,3,3/08/2000,111900,2.0,,6.8,84.7,7.84,29.3,45.2,17.7,21.0
1298,3,3/08/2000,111900,4.0,,6.7,84.2,7.84,29.3,45.3,17.7,22.0
1299,3,3/08/2000,111900,5.0,,6.8,84.6,7.83,29.4,45.4,17.6,22.0
1301,3,28/09/2000,95300,0.2,,5.7,83.6,7.66,36.1,54.4,23.9,15.0
1302,3,28/09/2000,95300,2.0,,5.9,85.3,7.66,36.2,54.6,23.8,19.0
1303,3,28/09/2000,95300,4.0,,6.4,93.9,7.66,36.2,54.6,23.8,21.0
1305,3,26/10/2000,85600,0.2,,6.5,96.8,7.59,37.3,56.1,24.65,14.0
1306,3,26/10/2000,85600,2.0,,6.5,96.6,7.57,37.3,56.1,24.61,16.0
1307,3,26/10/2000,85600,4.0,,6.4,95.2,7.56,37.4,56.2,24.53,15.0
1308,3,26/10/2000,85600,6.0,,6.3,94.1,7.56,37.4,56.2,24.51,20.0
1310,3,14/11/2000,110700,0.2,,5.4,67.8,7.22,8.72,15.0,24.07,19.0
1311,3,14/11/2000,110700,2.0,,5.4,67.0,7.12,9.05,15.5,23.92,29.0
1312,3,14/11/2000,110700,4.0,,5.3,66.5,7.12,9.05,15.5,23.92,21.0
1314,3,13/12/2000,100700,0.2,,4.4,65.5,7.51,26.5,41.3,27.7,32.0
1315,3,13/12/2000,100700,2.0,,4.5,66.1,7.5,26.5,41.3,27.7,62.0
1316,3,13/12/2000,100700,3.5,,4.5,66.0,7.5,26.5,41.3,27.7,78.0
